CREATED;TIMES;USER;WEEKDAYS;PLACES
15/03/2024;0,791666667;Y3xM2sTnKpDaOvKa9cBj;6 2 4 3 1;UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s
13/02/2024;0,708333333;Y6skDPhakWNg34n3L0kG;1 2;Top Ten-ChIJfXprBx4b5kcRmhe-5pLZUek
20/02/2024;0,854166667;Y8hzGNDqrs3ncm6agvVm;3 4 5 6 7;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo
21/02/2024;18:00 18:30 19:00 19:30 20:00;Y9QVKt3C5pMFzWXXhG0D;1 5 6;LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE Sun Set Soccer-ChIJ-2jOt33D9EcRLZL2mS5Gvz4 UrbanSoccer - Lyon Barolles-ChIJN4l-IC3v9EcRf9QJKIVC_aY LE 5 DE LEGENDE-ChIJU_aXKN_A9EcRHCY74rI9i4Y F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY
07/03/2024;17:00 18:00 19:00 20:00 17:30 18:30 19:30 20:30 21:00 12:00;YA2PRjLy3zjr3RwNJQyj;1 2 4 3 5 6 7;UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ Cité des Sports-ChIJ70UPf6R75kcRGb3NAV9k7Ww
22/02/2024;20:00 9:00 9:30 10:00 10:30 11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30 19:00 19:30 20:30 21:00 21:30 22:00 22:30 23:00 23:30;YAKxcTwKQ8JdAg8JLViI;6 1 2 3 4 5 7;Sofive Meadowlands-ChIJNx4uAWf4wokRSocDyrK32sk Socceroof New Rochelle-ChIJcTtBl5GNwokRUooEpetsCCc Sofive Brooklyn-ChIJvytTY_JdwokRVMSxK5pjEyU Socceroof LIC-ChIJ5QHjQedfwokRcvhei27HV1o Socceroof Sunset Park-ChIJrfgrMK9awokR-Z5O20hCD3w Socceroof Crown Heights-ChIJ_wfNJBVdwokRoU3ZUxM4oTc Chelsea Piers-ChIJNcurQqBZwokRYDgoFu6QXCI Soccer Center NYC-ChIJ1aOw95RfwokRe0fEYMdtNJg Brooklyn Force Soccer-ChIJ-S82HdRbwokRHcC6tN0__L4 Globall Sports Centers - Brooklyn-ChIJYVUE_J9bwokRuEBZfRYfobU
16/02/2024;20:00 21:00 19:00 18:00 18:30 19:30 20:30 21:30;YAr4cwAMO9LqnSh95eeE;1 2 3 4 5;LE FIVE Rouen-ChIJc7A1v4ne4EcRyi0mTJfk2WI Le Temple du Foot-ChIJX6tTCaTg4EcREj-uKrMtLMc
14/03/2024;0,729166667;YE7l7j6k0XaBhCJzuuyX;6;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg
28/02/2024;18:00 18:30 19:00 19:30 20:00 17:30;YFkwZNaHUDC6EefOAUag;5 6 7;UrbanSoccer Bordeaux-Pessac-ChIJTZ1wTCnZVA0Ra5hHoMEPn3I UrbanSoccer - Bordeaux Mérignac-ChIJxWBxmALaVA0Rop0OWS3Q3fY
25/02/2024;18:00 19:00 20:00 21:00 22:00;YIIglEkJcWqNLNmYeOaa;7 6 5;UrbanSoccer Evry-ChIJW0Ut1G7e5UcRt621n2fRQ5M
02/03/2024;18:00 18:30 19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;YKgIBTJnMHnVN66uDATE;1 2 3 4 5 6 7;LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU
21/02/2024;18:00 18:30 19:00 19:30 20:00;YOQnbNSUWCNJBNIAkyBb;1 2 3 4 5;UrbanSoccer Evry-ChIJW0Ut1G7e5UcRt621n2fRQ5M LE FIVE Morangis-ChIJA4uAhOXZ5UcRp-vZXZP-ovY Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU UrbanSoccer Orsay-ChIJpZIJg7J45kcRrKWKhtbfnEQ Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA
23/02/2024;22:00 22:30;YPj7kL0LalspYtNAqnsf;5;LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc BIG5-ChIJsb_7TJFp5kcRSPL5VqZulr4 LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ
02/02/2024;17:00 18:00 19:00 20:00 21:00 22:00 23:00 17:30 18:30 19:30 20:30 21:30 22:30 23:30;YSbCdntDeyXcf2WcRox1;2 3 5;LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs
11/03/2024;9:00 10:00 11:00 12:00 13:00 14:00 15:00 16:00 17:00 18:00 9:30 10:30 11:30 12:30 13:30 14:30 15:30 16:30 17:30 18:30 19:30 19:00 20:00 20:30 21:30 21:00 22:00 22:30 23:30 23:00;YWy46Q7Kj3OsKXct8bho;1 2 3 4 5 6 7;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ VERSUSFOOT Thiais-ChIJn2R2NT905kcRjqB29qldBxk LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU
21/02/2024;9:00 9:30 10:00 10:30 11:00 11:30;YXuqCpemiLbg4KexEMVj;7 6;Colombes Stadium-ChIJlydSodxl5kcRBsdrLmtHOic Stade Charles Péguy I-ChIJy-2OGTRk5kcRM7gS0jwO9-Y Stade Olympique Yves du Manoir-ChIJYeUIntpl5kcRZsN35flVVAY
05/03/2024;17:00 17:30 18:00 18:30 19:00 19:30 20:00 20:30 21:00;Yd90q5EwkVKAP2LjEnrp;2 3 4;UrbanSoccer - Strasbourg-ChIJbeF8CznIlkcRkTmqhGiUECc
11/02/2024;19:00 20:00;Ydhag7qcNqbZdB28EyX4;4 5 6;LE FIVE Morangis-ChIJA4uAhOXZ5UcRp-vZXZP-ovY
04/02/2024;0,791666667;YfOF586eDDOcVEM9zQt2;1 3 5 6 7;UrbanSoccer - Lille Bondues-ChIJ58ZerMgrw0cR2Jyp7tZjBn4 UrbanSoccer - Lille Lezennes-ChIJR3ro5nTWwkcRfM_S3Be9HjI
14/02/2024;0,916666667;Yqf99fyY1vC4dgEm1pzw;6;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s
09/03/2024;18:30 19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:30 15:00 16:30 16:00 17:30 17:00 18:00;YuaxDWmFnbCKIcHkt5hc;3 2 5 4 6 7 1;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA
19/02/2024;0,8125;YxDLsyc8PQplWFcQYFgH;4;Lille Football Faubourg de Bethune-ChIJgUO_inLVwkcR9OZ3Xp9c_v0
15/03/2024;20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;Yys6VJ8osolxKQt1uFRi;6;Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s
28/02/2024;9:00 9:30 10:00 10:30 11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30 19:30 19:00;YyyD1DqRcBcZDmXV2r6y;1 2 3 4 5 6 7;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo VERSUSFOOT Thiais-ChIJn2R2NT905kcRjqB29qldBxk
04/03/2024;19:30 22:30;YzEVrKZ77sjblEzlLLPj;6 7;Firefoot-ChIJ0zSROfj15kcR4l0wrCcYPMk Kaiser Park-ChIJsRLZzKFg5kcRBCfNws9nssw GOPARK Pontoise-ChIJ2cJmdhf15kcRQ4mUOxIVzd0
13/03/2024;19:00 19:30 18:30 18:00 20:00 20:30 21:00;Z52b0p7dbdSpRFAB2HxL;1 2 3 4 5 6 7;Le Street Foot en Salle-ChIJt_AXL6Jg5kcRu6rBmnrmeUM Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU Kaiser Park-ChIJsRLZzKFg5kcRBCfNws9nssw FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY BIG5-ChIJsb_7TJFp5kcRSPL5VqZulr4 UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs GOPARK Pontoise-ChIJ2cJmdhf15kcRQ4mUOxIVzd0 LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 Firefoot-ChIJ0zSROfj15kcR4l0wrCcYPMk
19/03/2024;9:00 9:30 10:30 10:00 11:30 12:00 12:30 11:00 13:30 13:00 14:30 14:00 15:30 16:30 15:00 16:00 17:30 17:00 18:30 18:00 19:00 20:00 21:30 21:00 22:30 23:30 22:00 19:30 20:30 23:00;ZAnHKSmJxmS0KalPUidO;7 1;LE FIVE Valenciennes-ChIJs_yKhaPvwkcRtt71kMRaz8A
21/02/2024;20:30 23:30;ZAuAokaPIZifaOAwwqF7;6 3;LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q
17/03/2024;11:00 12:00 13:00 14:00 15:00 16:00 17:00;ZFnMXDDqhNNdTyXAXFPq;7;UrbanSoccer Guyancourt-ChIJmdX-2c-A5kcRj1wtOS8rZmo
05/02/2024;20:30 21:00 21:30 22:00 22:30 23:00 23:30;ZGkd7tabyDqhyzdzx715;1 4 2 3 5 6 7;Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk
17/03/2024;14:00 15:00 16:00 18:00 17:00 19:00 20:00 21:00 22:00 23:00 14:30 15:30 16:30 17:30 18:30 19:30 20:30 21:30 22:30 23:30;ZHvXqcO5qTw0clNP2rVv;3 5 6 7;LE FIVE Morangis-ChIJA4uAhOXZ5UcRp-vZXZP-ovY UrbanSoccer Evry-ChIJW0Ut1G7e5UcRt621n2fRQ5M LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg UrbanSoccer Orsay-ChIJpZIJg7J45kcRrKWKhtbfnEQ UrbanSoccer Guyancourt-ChIJmdX-2c-A5kcRj1wtOS8rZmo
08/02/2024;0,8125;ZMiOawzeAYPfE23RPP19;4;Lille Football Faubourg de Bethune-ChIJgUO_inLVwkcR9OZ3Xp9c_v0
14/03/2024;0,833333333;ZNcQi7RkJdISI78yGcIE;3;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ
05/03/2024;0,791666667;ZP9kNJyEWVHnJLX5JDIj;1 3 2 4 5 6;Sport dans la Ville Rhône-Alpes-ChIJoUEDcmvr9EcRILCz6hDCQ2o UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY LE 5 DE LEGENDE-ChIJAQNaA3nc9EcRYvB35x41mBs UrbanSoccer - Lyon Barolles-ChIJN4l-IC3v9EcRf9QJKIVC_aY LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE Sun Set Soccer-ChIJ-2jOt33D9EcRLZL2mS5Gvz4 Factory Sport Games-ChIJNcDntQGO9EcR3CbXF7xfc5o
09/03/2024;10:00 10:30 11:00 11:30 9:30;ZPHx9YgWqncrxzmHlhiG;7;LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY
26/02/2024;19:30 19:00 20:00 20:30 18:30 21:00;ZWZsAmGxDxi1ebkpReUS;5;UrbanSoccer - Toulouse Sept Deniers-ChIJk5nUBdOkrhIRP-1aUJzo-lA UrbanSoccer - Toulouse Montaudran-ChIJl772e0u8rhIR2foRX4Xa2CI Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s
09/02/2024;0,833333333;ZYyLlfBodhYH5PYHWTJJ;4 1;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA
12/03/2024;19:00 19:30 20:00 20:30;ZanCBLSAo0LACiOBZhJ2;3 4 5 6;LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY
15/03/2024;9:00 23:30 23:00 22:00 22:30 21:30 21:00 20:00 20:30 19:00 18:00 17:00 16:00 15:00 14:00 13:00 12:00 11:00 10:00 9:30 10:30 11:30 12:30 13:30 14:30 15:30 16:30 17:30 18:30 19:30;ZhHIHzn3n8qUQQjX86WV;3 5 6 7;LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk VERSUSFOOT Thiais-ChIJn2R2NT905kcRjqB29qldBxk LE FIVE Morangis-ChIJA4uAhOXZ5UcRp-vZXZP-ovY UrbanSoccer Evry-ChIJW0Ut1G7e5UcRt621n2fRQ5M LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s UrbanSoccer - Marne-La-Vallée-ChIJ6bDBiosP5kcROXiloHzSdhc LE PARK Noisy-ChIJdUHbID8O5kcRV5lQhiHTvhs Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA Power Five-ChIJ6ULNmyh15kcRV9cjbnBjGr8
26/02/2024;18:00 18:30 19:00 19:30;ZhQW8R1W52QGm88YfSSW;3 1;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU
20/03/2024;19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;ZrNAjJJwYUWDoo5qbBa5;3;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs
05/02/2024;10:00am 10:30am 11:30am 11:00am;ZtdcWoWBetunXH3D6Vmn;1 2 3 4 5 6 7;Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ LE FIVE Morangis-ChIJA4uAhOXZ5UcRp-vZXZP-ovY
23/02/2024;19:00 20:00 21:00 22:00;ZuI8M1ed1y3hqkNVCDDR;1 2 3 4 5 6 7;Le 13 - Foot en salle - Marseille-ChIJR62kUm_ByRIRDnGQqGCeUVQ Massilia Five-ChIJxZ6UmMW-yRIR7ot5DChYj4w MONCLUB 2.0-ChIJv9owGLm-yRIRfuDnd3G6nR4 Le Mercato FOOT INDOOR-ChIJzRK7HJy_yRIRqEreyEiAfC0
21/02/2024;0,791666667;ZuzM5Q8Wc9Xyop5BGDYs;5;UrbanSoccer - Lille Lezennes-ChIJR3ro5nTWwkcRfM_S3Be9HjI
01/03/2024;10:00 11:00 12:00 13:00 14:00 15:00 16:00;a0lV7b4chpRNoMWKwe3O;1 2 3 4 5 6 7;Stade Olympique Yves du Manoir-ChIJYeUIntpl5kcRZsN35flVVAY Terrain de football Synthétique n°1-ChIJqfdoIdFl5kcRqwddHG1PcBc
25/02/2024;0,583333333;a1YJ8K77hKrnZqS20Ngu;1 2 3 4 5 6 7;LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk VERSUSFOOT Thiais-ChIJn2R2NT905kcRjqB29qldBxk Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA
05/03/2024;15:30 16:00 16:30 17:00 17:30 18:00 18:30 19:00 19:30;a24NlfBW1OhxMaPhckPw;1 2 3 4 5 6 7;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg
09/02/2024;0,75;a4Bs8JnW6IvbKZz7LVrW;1 2 3 4 5 6 7;LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q
20/02/2024;0,875;a5M27tuSGyjjeQaAbkIJ;3 4 5 6 7;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo
19/03/2024;17:30 18:00 18:30 19:00 19:30;a5tisTBiJUiOunbVprXt;1 2 3 4 5;LE FIVE Valenciennes-ChIJs_yKhaPvwkcRtt71kMRaz8A
15/03/2024;22:00 21:30 21:00 20:30 20:00 22:30 19:30 19:00 18:00 18:30;a8DshwqZyGH5t96a31gL;7 6 5 4 3 2 1;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY
14/03/2024;16:00 17:00 16:30 17:30;a9F9L2aqE1exHgxQY175;5 2 3 4;UrbanSoccer Guyancourt-ChIJmdX-2c-A5kcRj1wtOS8rZmo
11/02/2024;9:00 9:30 10:00 10:30 11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30 19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;a9wo4aY7qqr4B0KfkhUQ;1 2 3 4 5 6 7;Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU LE FIVE Carrières-sous-Poissy-ChIJ9T4fWfyL5kcRCBX-FyZLvEE
03/03/2024;9:00 10:00 9:30 10:30 11:30 14:30 16:30 15:00 15:30 13:00 13:30 12:30 12:00 11:00 14:00 17:30 16:00 18:30 18:00 19:30 19:00 17:00 20:30 20:00 21:30 21:00 22:30 22:00 23:30 23:00;aAQ3nzZTUwxG1p1uwOvX;1 2 3 4 5 6 7;LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s
