CREATED;TIMES;USER;WEEKDAYS;PLACES
02/03/2024;10:00 10:30 11:00 11:30 12:00 19:00 19:30 20:00 20:30;2GYWz2dyu9Jsc9jnSDNs;1 2 3 4 5 6 7;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU
14/03/2024;9:00 23:30 10:00 11:00 12:00 13:00 15:00 14:00 16:00 17:00 18:00 19:00 20:00 21:00 22:00 23:00 22:30 21:30 20:30 19:30 18:30 17:30 16:30 15:30 14:30 13:30 12:30 11:30 10:30 9:30;2HzgRgkoVawfxy52ELGY;1 2 3 4 5 6 7;LE FIVE Carrières-sous-Poissy-ChIJ9T4fWfyL5kcRCBX-FyZLvEE
02/02/2024;19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;2PG0MNo6UwR6udnM7MI6;1 2 3 4 5 6 7;UrbanSoccer Orsay-ChIJpZIJg7J45kcRrKWKhtbfnEQ UrbanSoccer Guyancourt-ChIJmdX-2c-A5kcRj1wtOS8rZmo UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ
06/03/2024;14:00 15:00 16:00 17:00 18:00 19:00 20:00 21:00 22:00;2QTb4BWbFbnMEUwCfJ2n;1 2 3 4 5 6 7;Massilia Foot Indoor 2-ChIJxZ6UmMW-yRIRfYNGGPPJfIU Le 13 - Foot en salle - Marseille-ChIJR62kUm_ByRIRDnGQqGCeUVQ STADIUM FOOT 5 VILLAGE-ChIJbbOWFtC4yRIR0WXVerbWmnE Le Mercato FOOT INDOOR-ChIJzRK7HJy_yRIRqEreyEiAfC0 Massilia Five-ChIJxZ6UmMW-yRIR7ot5DChYj4w MONCLUB 2.0-ChIJv9owGLm-yRIRfuDnd3G6nR4 FOOT INDOOR Marseille-ChIJ41AMCxC8yRIRLHLGt11sc-U Evolution Football-ChIJX0YulIi8yRIRnGh62u3UXTQ Game 13 foot indoor-ChIJNSDvlsXryRIRUXao9hwB79I Le B3 Soccer-ChIJa69uraDryRIRRlY7a07cUqU Monclub Futbol-ChIJGbxxaamUyRIRgGvhHnhJStA LE FIVE Vitrolles-ChIJi4A-IrHoyRIRunoYLEGNeYI
12/02/2024;17:30 18:30 19:30 20:30;2S69RoAUW1AtAF7Ljtgk;1 2 3 4 5;UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ
23/02/2024;19:30 19:00 20:00;2TtIekS6ZqNssuPpWCmQ;3 2 4 5;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 Le Street Foot en Salle-ChIJt_AXL6Jg5kcRu6rBmnrmeUM
06/03/2024;0,875;2YjzPM1sfBNKoae52gWW;3;Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU Le Street Foot en Salle-ChIJt_AXL6Jg5kcRu6rBmnrmeUM LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo Kaiser Park-ChIJsRLZzKFg5kcRBCfNws9nssw
18/02/2024;17:30 18:00 18:30 19:30 19:00 20:30 20:00 21:30 21:00 22:30 23:30 23:00 22:00;2Z2oMkIjEmxXuoe37DJd;1 2 3 4 5 6 7;LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s LE PARK Complexe Multisports-ChIJdUHbID8O5kcRV5lQhiHTvhs UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ
15/03/2024;0,75;2Z9DXPeEVACA07qJ8DkW;6 1 2 3 4 5 7;KIPSTADIUM-ChIJydcoT88ow0cRLnHvlF-Z_jE Footsal Cousinerie-ChIJXQyb1d8pw0cRLO_Ed5xHTIQ UrbanSoccer - Lille Bondues-ChIJ58ZerMgrw0cR2Jyp7tZjBn4 Footsal-ChIJa7HS298pw0cRMoVDj0XqVdI Arena Club-ChIJeWJWRjYvw0cRbnJR4ZXAKMA Spot FUTSAL-ChIJwdUawmfVwkcRaNLo_CmNii0 UrbanSoccer - Lille Lezennes-ChIJR3ro5nTWwkcRfM_S3Be9HjI
29/02/2024;13:30 14:00 13:00 14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30;2ZPWP3xDERlUSUdpgc5b;6 7;LE FIVE Morangis-ChIJA4uAhOXZ5UcRp-vZXZP-ovY UrbanSoccer Evry-ChIJW0Ut1G7e5UcRt621n2fRQ5M LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk Speed Soccer Five-ChIJ2xTNglV25kcR3UDi4AXGfDU Stadium Thiais-ChIJ64X9jzx05kcRsHvSfOv6UcA
19/03/2024;19:00 19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;2bS1wTA5M1MvJjCXRI8x;4 7;LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU Le Street Foot en Salle-ChIJt_AXL6Jg5kcRu6rBmnrmeUM
12/02/2024;9:00 9:30 10:00 10:30 11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30 19:00 19:30 20:00 20:30 21:00;2f6LfBfJkRIAnvYktQAP;4;Footsal Cousinerie-ChIJXQyb1d8pw0cRLO_Ed5xHTIQ
09/02/2024;10:00 9:00 18:00 19:00 20:00 21:00;2m2HLqtpQOmmTe1EjwfI;3 2 4 6 7;LE FIVE Bobigny-ChIJV8UONORs5kcRXxR5Qd7x130 LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU
10/03/2024;0,791666667;2mVqy3TosxmZ8ib2aAL0;2 4;LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4
03/03/2024;10:00 11:00 15:00 16:00 17:00 10:30 11:30 15:30 16:30 17:30;2n48cII9w1cOgwTkMR63;6 7 5;UrbanSoccer Evry-ChIJW0Ut1G7e5UcRt621n2fRQ5M LE FIVE Champigny-ChIJsXi1PLYN5kcRTVVDuczgS2s
05/03/2024;9:00 23:30;2q1npCbyALkO3YGJ39wn;1 2 3 4 5 6 7;Sport dans la Ville Rhône-Alpes-ChIJoUEDcmvr9EcRILCz6hDCQ2o F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg LE 5 DE LEGENDE-ChIJAQNaA3nc9EcRYvB35x41mBs UrbanSoccer - Lyon Barolles-ChIJN4l-IC3v9EcRf9QJKIVC_aY LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE Sun Set Soccer-ChIJ-2jOt33D9EcRLZL2mS5Gvz4 Factory Sport Games-ChIJNcDntQGO9EcR3CbXF7xfc5o
09/03/2024;9:00 10:00 9:30 10:30 11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:00 15:30 16:00 16:30 17:00 18:00 17:30 18:30 20:00 21:30 23:00 22:30 23:30 22:00 19:00 21:00 19:30 20:30;2qS7UhC8sSvu0zAgZ4z6;1 2 3 4 5 6 7;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ UrbanSoccer Guyancourt-ChIJmdX-2c-A5kcRj1wtOS8rZmo Foot à 5 @ Le club le Village-ChIJwU28MyyB5kcRHVcpV1mkYVo UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer Orsay-ChIJpZIJg7J45kcRrKWKhtbfnEQ Le Street Foot en Salle-ChIJt_AXL6Jg5kcRu6rBmnrmeUM Kaiser Park-ChIJsRLZzKFg5kcRBCfNws9nssw Firefoot-ChIJ0zSROfj15kcR4l0wrCcYPMk LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY LE FIVE Carrières-sous-Poissy-ChIJ9T4fWfyL5kcRCBX-FyZLvEE Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM ESN FOOTBALL-ChIJRyZx0YRl5kcRet30xMXHRxE Le Monde Stadium-ChIJlwskKv5l5kcRvGu--qUHKJQ Stade Vincent Pascucci-ChIJGXsJnGZk5kcRm2DmAQH0b6I City Nanterre-ChIJlzmmeXJl5kcRdS-WVrqzcco
06/02/2024;9:00 9:30 10:00 10:30 11:30 11:00 12:00 12:30 13:30 13:00 14:30 14:00 15:00 15:30 16:30 16:00 17:00 17:30 18:30 18:00 19:00 19:30 20:30 20:00 21:00 21:30 22:30 22:00 23:00 23:30;2u0khxQ2G2AyRS6b4gxe;1 2 3 4 5 6 7;futsal-ChIJn60gyVIbyRIRketR3glNnMM Toulon Elite Futsal-ChIJeTCk-zwbyRIRC9XISUQvDJU Stade de foot-ChIJK5XI778FyRIRWU0MUalkosE Stade de Bon Rencontre-ChIJJUPfTDIbyRIRLaVs4CD5is4 Sporting Club Toulon-ChIJnV6aTTIbyRIR7OaNoH8rYmo Stades des Routes-ChIJbe5LktcayRIRGbxniMeczT4 High Five - CBD Toulon-ChIJXR4bBXYbyRIRvzjVV_gl320 FOOTKORNER TOULON-ChIJ71lrrRobyRIRMdFYz2Evskc Stade Delaune-ChIJOSGEuQUbyRIR7ORH0hedPGk City Stade Porte d'Italie-ChIJm8tOVrobyRIRdkjqKoGDPLE Stade Léo Lagrange-ChIJX2AdLdAbyRIRK4WdtsuQ3fs Stade Saurin-ChIJR1-O5s0EyRIRYGtITHRKMc0 Stade Mercheyer-ChIJdy2z9iUbyRIR9agdG4hPvss Stade Abbé Sasia ou Stade du Temple-ChIJ2WgGXS8byRIR3JSC-iFgMTo Goal In d'Or-ChIJHT4IIT8YyRIREI_EDEAf9gE Palais des sports Jauréguiberry-ChIJHWG8oDsbyRIRoUZzqQhA5RA Stade Football-ChIJRc786s0EyRIRScSMfNcR-C0 Stade de la Beaucaire-ChIJlYgA7dsEyRIRm4fE3LY_AdY Stade des Lices-ChIJ4RodMgUbyRIRy7tuPgzoSWc Stade Jean-Alex Fernandez-ChIJeceDR58byRIRTm1_yihyG3w Garden Soccer-ChIJB1Epk28EyRIRXiphlsMqnOU
12/02/2024;12:00 12:30 13:00 18:00 18:30 19:00 19:30;30USFTNW6UjMICb6rLQ8;1 3 2 5 4;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8
07/02/2024;0,520833333;325rlvWUpw187ufKhlq0;1 2 5 4 3;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8
17/02/2024;18:00 23:30 18:30 19:30 19:00 20:00 21:00 21:30 20:30 22:30 22:00 23:00;32lBXh01WyVr9sZZhm5h;1 2 3 4 5 6;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY
08/03/2024;9:00 9:30 10:00 10:30 11:00 11:30 12:00 12:30 13:30 13:00 14:00 14:30 17:00 16:30 16:00 15:00 15:30 17:30 18:00 18:30 19:00 19:30 20:00 20:30 21:00 22:00 23:00 23:30 22:30 21:30;34KRoyvZy8Jgk1DNdKiL;6 7;UrbanSoccer - Marne-La-Vallée-ChIJ6bDBiosP5kcROXiloHzSdhc LE PARK Servon-ChIJMU8gErUJ5kcRSnpvacKwFtM
13/02/2024;19:00 20:00 21:00 22:00 23:00;380sW1S8kPm0OQMYBa0A;1 2 3 4 5 6 7;Monclub Futbol-ChIJGbxxaamUyRIRgGvhHnhJStA STADIUM FOOT 5 VILLAGE-ChIJbbOWFtC4yRIR0WXVerbWmnE Olympic Foot Indoor Foot Salle Marseille-ChIJU7i7umfAyRIRjtbVNC30spc FOOT INDOOR Marseille-ChIJ41AMCxC8yRIRLHLGt11sc-U Massilia FIVE-ChIJxZ6UmMW-yRIR7ot5DChYj4w Massilia Foot Indoor 2-ChIJxZ6UmMW-yRIRfYNGGPPJfIU Le Temple du Soccer Indoor Marseille Carnoux - Centre de Foot en Salle-ChIJd2VpFTm7yRIRmqSv9EUPuF4
23/02/2024;18:00 18:30 19:30 19:00 20:00 20:30;39c3tJ28NYzZXoOaZSLl;2 4 5;UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA GOPARK Pontoise-ChIJ2cJmdhf15kcRQ4mUOxIVzd0 LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo Firefoot-ChIJ0zSROfj15kcR4l0wrCcYPMk Kaiser Park-ChIJsRLZzKFg5kcRBCfNws9nssw Le Street Foot en Salle-ChIJt_AXL6Jg5kcRu6rBmnrmeUM Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc Foot-Max Argenteuil-ChIJi9oIzaRm5kcRJYcK7QsdRMU Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM
19/03/2024;11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 19:00 19:30;3BIqKj0Eb0MyrHuveA7O;1 2 3 4 5 6 7;UrbanSoccer - Lille Bondues-ChIJ58ZerMgrw0cR2Jyp7tZjBn4 UrbanSoccer - Lille Lezennes-ChIJR3ro5nTWwkcRfM_S3Be9HjI
02/03/2024;0,625;3CM0xkPmH1wLOlrrlh0r;7;B14 - Sports et Loisirs Indoor-ChIJaeLKMYXe5UcRHyWJ8X8FaPA
16/03/2024;19:30 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;3DJ374QIbBSNTO5Ejg2F;2 3 4 5 6;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ
25/02/2024;12:00 14:00 12:30 13:00 13:30;3EWAuaf51tSbAaS0bazf;6 7;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU UrbanSoccer - Asnières-ChIJi5LkLT9v5kcRSlhScqEFNWs
07/03/2024;9:00 9:30 10:00 10:30 11:30 11:00 12:30 12:00 13:00 13:30 14:30 14:00 15:30 15:00 16:30 16:00 17:30 17:00 18:30 18:00 19:30 19:00 20:30 20:00 21:30 21:00 22:00;3HKZY3PoicNTtvjwKlS6;1 2 3 5 4 6 7;Top Ten-ChIJfXprBx4b5kcRmhe-5pLZUek
22/02/2024;18:00 18:30 19:00 19:30 20:00 20:30 21:00 21:30;3PFhSHZI5dQ8apUeIxvT;1 2 3 4 5 6 7;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA Élite 5 Soccer-ChIJ5-jfdlZk5kcRYIaELgvikaM
05/03/2024;0,791666667;3QBX0XmYHRnGF8Ii1zSQ;5;VERSUSFOOT Thiais-ChIJn2R2NT905kcRjqB29qldBxk
07/02/2024;18:00 18:30 19:00 19:30 20:00 20:30;3RhhJoMENvzC3jLq8U3r;4;LE FIVE OL-ChIJmz3whejH9EcR3j9ApNRukKE UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 Terrain de foot five-ChIJVccaQ7rr9EcR8Ub44Do2SbQ F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY UrbanSoccer - Lyon Barolles-ChIJN4l-IC3v9EcRf9QJKIVC_aY We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg
07/02/2024;0,5;3TqRsxq2NwSSTyGSk3RH;1 2 3 4 5;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8
19/03/2024;19:00 20:00 21:00 22:00 23:00 20:30 21:30 22:30 23:30;3XoMq7CCRhQqwdE5p7rw;7 6 5 4 3 2 1;LE PARK Servon-ChIJMU8gErUJ5kcRSnpvacKwFtM
09/03/2024;15:00 16:00 17:00 18:00 19:00 15:30 16:30 17:30 18:30 19:30;3XqaBgE65dcuSFy1Sstz;6 7;LE FIVE Créteil-ChIJ88lx3VwL5kcRVxCh4lD6_Gk
20/02/2024;22:30 22:00 21:30 21:00 20:30 20:00 19:30 19:00 18:30 18:00;3bo4lt2pXRB8vRjuJupJ;1 2 3 4 5;UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA
14/03/2024;0,375;3eAnfKT6KIh7ZWJfUxFj;1 2 3 4 5 6 7;LE FIVE Orléans Fleury-ChIJsYfwe3n75EcRnjpH9sw356Q LE FIVE Orléans Ingré-ChIJzUFPDv_v5EcRG6gmhm_t_HA
12/03/2024;21:30 21:00 20:30 20:00 19:30 19:00 18:30 18:00 17:30 17:00 16:30 16:00 15:30 15:00 14:30 14:00 13:30 13:00 12:30 12:00;3gR3F9qdgn5n87YyEc2F;1 2 3 4 5 6 7;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Porte d'Aubervilliers-ChIJ0dXjDCZs5kcRvX0EpMwxsUY
23/02/2024;23:00 23:30 18:30 17:30 18:00 17:00 19:00 19:30;3iTQ8fKpr4KcBRnnuDZ2;1 2 3 5 4 7 6;Spot FUTSAL-ChIJwdUawmfVwkcRaNLo_CmNii0 UrbanSoccer - Lille Lezennes-ChIJR3ro5nTWwkcRfM_S3Be9HjI Footsal-ChIJa7HS298pw0cRMoVDj0XqVdI Footsal Cousinerie-ChIJXQyb1d8pw0cRLO_Ed5xHTIQ UrbanSoccer - Lille Bondues-ChIJ58ZerMgrw0cR2Jyp7tZjBn4 Arena Club-ChIJeWJWRjYvw0cRbnJR4ZXAKMA
17/03/2024;14:00 14:30 16:00 16:30;3ljtcHqVe1hpORp9OHpW;1 2 6 7;LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY
28/02/2024;0,708333333;3mimSLokKIo01tRKwHDt;3;Fit Five - Bockstael-ChIJ04XFdbvDw0cRS0mwr4OaC1s
24/02/2024;18:30 19:00 19:30 20:00 20:30;3ohHICb18D5QESwHhce6;1 2 3 4;UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ
14/03/2024;19:00 20:00 21:00;3tQeMVk2YFXw6yJcAhRa;5;Le Street Foot en Salle-ChIJt_AXL6Jg5kcRu6rBmnrmeUM
24/02/2024;9:00 9:30 10:00 10:30 11:00 11:30 15:00 15:30 16:00 16:30 17:00 17:30 18:00 18:30 19:00 19:30 20:00 20:30;3ujCXytWYq4bM2q5SAwk;6 7;UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ
11/02/2024;9:00am 9:30am 10:00am 10:30am 11:00am 11:30am 12:00pm 12:30pm 1:00pm 1:30pm 2:00pm 2:30pm 3:00pm 3:30pm 4:00pm 4:30pm 5:00pm 5:30pm 6:00pm 6:30pm 7:00pm 7:30pm;3wZFARUF1K7RRpB77u3T;1 2 3 4 5 6 7;Stade Élisabeth-ChIJkXj9tq5x5kcROlxynHzTh9o Centre sportif Elisabeth-ChIJSzIHrNBx5kcR72ruDwqu-NQ
01/03/2024;9:00 9:30 10:30 10:00 11:30 11:00 12:30 12:00 13:30 13:00 14:30 14:00 15:30 16:30 15:00 17:30 16:00 18:30 17:00 18:00 19:00 19:30 20:30 20:00 21:00 21:30 22:30 23:30 22:00 23:00;3zDo4mltW42sFGLzFEIv;1 2 3 4 5 6 7;Sport dans la Ville Rhône-Alpes-ChIJoUEDcmvr9EcRILCz6hDCQ2o
15/02/2024;9:00 9:30 10:00 10:30 11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:00 15:30 16:00 16:30 17:30 17:00 18:00 18:30 19:30 19:00 20:00 20:30 21:00 21:30 22:00 22:30 23:00 23:30;44iacND9G5suY7Qbhsj2;1 2 3 4 5 6 7;LE FIVE Marville - La Courneuve-ChIJ2dHdMZxr5kcR0aKYHYsp0pY FOOT IN FIVE-ChIJoUR0syFp5kcRUlStnwluaYY LE FIVE Sarcelles-ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA LE FIVE Bezons-ChIJ71Mv0Wpk5kcRg-H9x7L-dXo Foot POWER 5-ChIJuTCIFshm5kcRBtEQJ76dAzc
02/02/2024;12:00 12:30 13:00 13:30 11:30 11:00 14:00 14:30 15:00 15:30;48vzR87tRbpnUlNIp8RG;1 2 3 4 5;Play Soccer-ChIJQ-UxZn-5rhIRKWoQydM5T9s
22/02/2024;9:00 9:30 10:00 10:30 11:00 11:30 12:00 12:30 13:00 13:30 14:00 14:30 15:00 15:30 16:30 16:00 17:00 17:30 18:30 18:00 19:00 19:30 20:30 20:00 21:00 21:30 22:30 22:00 23:30 23:00;49JzPOLtHbvSdVoN4lAb;1 2 3 4 5 6 7;LE FIVE Rouen-ChIc7ot9ESvGhIRqni6q0J6B4fY Le Temple du Foot-ChIJX6tTCaTg4EcREj-uKrMtLMc
26/02/2024;17:00 18:00 19:00 20:00;49XW76nkz5PebywKfJFe;4;Anse Foot-ChIJc_uyt2s92jERFAD6KeKs66c Sport dans la Ville Rhône-Alpes-ChIJoUEDcmvr9EcRILCz6hDCQ2o Factory Sport Games-ChIJNcDntQGO9EcR3CbXF7xfc5o UrbanSoccer - Lyon Parilly-ChIJx3FQWjLC9EcRrrQb2eV7i_4 F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY Sun Set Soccer-ChIJ-2jOt33D9EcRLZL2mS5Gvz4
13/02/2024;18:00 19:00 20:00 21:00 22:00 23:00 18:30 17:30 19:30 20:30 21:30 22:30 23:30 12:00 11:00 11:30 12:30 13:00 13:30 14:00 14:30 17:00;4E8oNrnVPV3mdgBkdnwu;1 2 3 4 5 6 7;UrbanSoccer Meudon-ChIJ0WKvjbh75kcRoqSmyWwW2jQ
04/02/2024;18:00 11:00 10:00 19:00 20:00 12:00;4ExYY6OEHZQXjXXk7hZp;1 2 3 4 5 6;Sport dans la Ville Rhône-Alpes-ChIJoUEDcmvr9EcRILCz6hDCQ2o F5 Foot Five-ChIJjUbM5G7A9EcRW3mlkrhyXxY Terrain de foot five-ChIJVccaQ7rr9EcR8Ub44Do2SbQ We Are Sports-ChIJFZU5oBHC9EcRJTFrSkI1xxg
16/02/2024;6:30pm 7:00pm 8:00pm 8:30pm 7:30pm 9:00pm 9:30pm 10:00pm 10:30pm;4HAb3wX5gCovaz7UxFir;1 2 3 4 5;LE FIVE Paris 13-ChIJ_bOSChhz5kcRZMTeq_6Gdzg LE FIVE Paris 18-ChIJPVT4_n1u5kcRzji6FdTBXXo UrbanSoccer - Quai d'Ivry-ChIJfXxYJ0xy5kcRw9xTkF6-FZQ LE FIVE Paris 17-ChIJ7eI8sFNv5kcR5xy52Wc57NU LE FIVE Villette-ChIJTUFnQjps5kcR0pHITLTw1PI LE FIVE Montreuil-ChIJJdTQjr0T5kcRZmGxtIJVy44 UrbanSoccer - Puteaux-ChIJM_sC0-Nk5kcRhL1y_EFIje8 UrbanSoccer La Défense-ChIJh4rnfVhk5kcRV2Q-ZKdm8vA
