DOC_ID,CENTRE,STATUS,TYPE,PLACE_ID,LOCATION,DATE,DURATION,PRICE,PRICE_UNDISCOUNTED,VISIBILITY,GOLD_EXCLUSIVE,MOOD,LEVEL,ORGANIZER,ATTENDEES,MAX_PLAYERS,GOOD_PLAYERS,LATE_PLAYERS,NO_SHOW_PLAYERS,RUDE_PLAYERS,INTERESTED,PAYMENT_TYPE
R2qq2bBeM1lDx4NKUpUh,LE FIVE Paris 17,canceled,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2024-04-08T18:30:00.000Z,60,12,,public,true,Détente,2,Cj0XVw1khnP18oiOzmCKEODW1zD2,10,10,0,0,0,0,0,on-site
TkTp92bUIW31wbW7VKVW,UrbanSoccer - Quai d'Ivry,played,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2024-04-08T18:30:00.000Z,90,21,,private,true,Détente,3,jHAofATgHaQ2XhP7YQ1MqZt84003,10,10,3,0,0,0,1,on-site
Z4StOQ5RyqZTk3a7CZlO,LE FIVE Bezons,published,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2024-04-08T18:30:00.000Z,90,16.5,,private,true,Détente,2,K4ioSjO9k1MDBX5tpWlBpQXvzJg2,9,10,0,0,0,0,0,on-site
ZVkCpVpevEbKYlGtQTm7,Game 13 foot indoor,canceled,pro,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2024-04-08T18:30:00.000Z,90,10,,public,false,,,4CPt9QJ6GEQgrpyTuzm8CMK844V2,5,10,0,0,0,0,0,on-site
kDPHBZ913AFaWpOGeITc,Monclub Futbol,canceled,captain,ChIJGbxxaamUyRIRgGvhHnhJStA,43.4299152&5.4001974,2024-04-08T18:30:00.000Z,60,10,,public,false,Détente,3,CNEnIyWZTNUn9Iv0C45O5E4eCsz2,10,10,0,0,0,0,1,on-site
lsabvjApwZ3gQokTEOgo,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511137&2.3715422,2024-04-08T18:30:00.000Z,90,15,,public,false,Détente,3,W1Uf8Cb8ePMQQVwSQTXhjvVjukg1,10,10,2,0,0,0,0,on-site
nXjn28Vo60DziM0zPXLq,Game 13 foot indoor,canceled,pro,ChIJNSDvlsXryRIRUXao9hwB79I,43.41258939999999&5.366617,2024-04-08T18:30:00.000Z,60,10,,public,false,,,4CPt9QJ6GEQgrpyTuzm8CMK844V2,9,10,0,0,0,0,0,on-site
vEixaQUVI9qwz3qyVjsM,UrbanSoccer - Quai d'Ivry,published,captain,ChIJfXxYJ0xy5kcRw9xTkF6-FZQ,48.8199885&2.3936463,2024-04-08T18:30:00.000Z,90,21.5,,public,true,Détente,3,kbINcTGQqChnob75PQjFOB1vgiq2,9,10,0,0,0,0,1,on-site
3aMANtNIcshDBuWyX6iL,Foot POWER 5,canceled,captain,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.9600584&2.2062138,2024-04-08T19:00:00.000Z,90,12,,public,false,Détente,3,U7fm0cpfkhMsaL3cfGifCFFZ6Os1,5,10,0,0,0,0,0,on-site
6xp1QCuLedD55UyXxclI,LE FIVE Bezons,played,captain,ChIJ71Mv0Wpk5kcRg-H9x7L-dXo,48.9190524&2.211796,2024-04-08T19:00:00.000Z,60,,,public,true,Compétition,3,otvFKJxbGZQ15OXrNZq0nlJHWoP2,10,10,5,0,0,0,1,on-site
8tOzigZyXAUYHFpbysVG,LE FIVE Créteil,canceled,captain,ChIJ88lx3VwL5kcRVxCh4lD6_Gk,48.7643086&2.4706522,2024-04-08T19:00:00.000Z,90,16.5,,public,true,Détente,2,rvLjq3AUAqTwVWmJD9H26r21DpH3,5,10,0,0,0,0,0,on-site
YAbCZkIxMHugzDIsqcJ4,Play Soccer,canceled,captain,ChIJQ-UxZn-5rhIRKWoQydM5T9s,43.5512023&1.4098927,2024-04-08T19:00:00.000Z,60,10,,public,true,Détente,3,8LtkeOuZHeePxfkXdNPmQSr7V9L2,8,10,0,0,0,0,0,on-site
bHMmmIcefnz4pQ60L2w0,Footbox,published,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-04-08T19:00:00.000Z,60,10,,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0,on-site
hw7prpSoQGckyIR7tDzd,Stadium Thiais,played,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511137&2.3715422,2024-04-08T19:00:00.000Z,90,13,,public,false,,3,ZX2ThoM7HYgvZrkJap3im7mEFqb2,10,10,0,0,0,0,1,on-site
j77tV3DJ3QvhlK3AB2HO,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-04-08T19:00:00.000Z,60,15,,public,true,Détente,3,ZDOMgDE8GXeoZrbaf20rzOInhB03,9,10,0,0,0,0,0,on-site
kXfhWsvsCxBxgD8rHmYR,We Are Sports,played,captain,ChIJFZU5oBHC9EcRJTFrSkI1xxg,45.7113247&4.8761886,2024-04-08T19:00:00.000Z,60,10,,public,true,Détente,3,YJS4vlgOEphjclL4p4JJC8MAEy62,10,10,3,0,0,0,1,on-site
lc4YaQo5VsFAair402lA,Stadium Thiais,canceled,captain,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511137&2.3715422,2024-04-08T19:00:00.000Z,90,14,,public,false,Détente,3,14rcY1M8J3VNxq4d7ATz0io0DDI3,9,10,0,0,0,0,1,on-site
wwbLWq1WPoRBDzvvHWUx,B14 - Sports et Loisirs Indoor,played,captain,ChIJaeLKMYXe5UcRHyWJ8X8FaPA,48.62229&2.3800445,2024-04-08T19:00:00.000Z,90,12.5,,public,false,Détente,,xWl3gMGRsvXk7tYSpzQFSlPjSbs2,10,10,2,0,0,0,0,on-site
SfTsj5KsDJ3rZ1VtXmR3,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-04-08T19:15:00.000Z,90,22,,public,true,Détente,3,SFqzyBhldiQmyMSy9EKQxtSbxGA3,10,10,3,0,0,0,2,on-site
FCcl4LN1DmX2aIx0k1jM,LE FIVE Créteil,played,captain,ChIJ88lx3VwL5kcRVxCh4lD6_Gk,48.7643086&2.4706522,2024-04-08T19:20:00.000Z,90,13,,public,true,Détente,3,L46xJMXgBgR4l4YAvufZCR0Lsn63,12,12,1,0,0,0,1,on-site
GAGU18xhRE4nq4mB9sV8,LE PARK Complexe Multisports,canceled,captain,ChIJMU8gErUJ5kcRSnpvacKwFtM,48.71189589999999&2.5771181,2024-04-08T19:30:00.000Z,90,15,,public,true,Détente,3,Gx04ZxR4hlda7mFV4XiWZKffbmJ2,5,10,0,0,0,0,0,on-site
IunYvZwdDdgOyupAmYR0,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-04-08T19:30:00.000Z,60,12,,public,true,Détente,3,IwGrdARXWSZevoZEkK20GS1bL6T2,6,10,0,0,0,0,0,on-site
L5E2nuxEWDKZ5ivlJkXK,LE FIVE Paris 17,played,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2024-04-08T19:30:00.000Z,60,8.5,,public,true,Détente,3,WB0jPKJZX1eVKQiK5wp95Cy2lvH2,10,10,3,0,0,0,2,on-site
WCLN5xC4BjhHpsmSvHu4,LE FIVE Paris 17,played,captain,ChIJ7eI8sFNv5kcR5xy52Wc57NU,48.900032&2.3213449,2024-04-08T19:30:00.000Z,60,8.5,,public,true,Détente,3,WB0jPKJZX1eVKQiK5wp95Cy2lvH2,10,10,1,0,0,0,0,on-site
gnXaa8pzhZppg4bJL5ro,We Are Sports,canceled,captain,ChIJFZU5oBHC9EcRJTFrSkI1xxg,45.7113247&4.8761886,2024-04-08T19:30:00.000Z,60,10,,public,true,,2,AhkleKXFPcRoxPvRoMgqknYedmQ2,9,10,0,0,0,0,0,on-site
pd8SEptddAPLpg6mSho4,Monclub Futbol,published,pro,ChIJGbxxaamUyRIRgGvhHnhJStA,43.4299152&5.4001974,2024-04-08T19:30:00.000Z,60,10,,public,false,,,CSTy9rmJRQSyWlqWuGiUhGpAGqf2,0,10,0,0,0,0,1,on-site
VCgsXbjneoI3jQh6fchz,UrbanSoccer La Défense,played,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-04-08T19:45:00.000Z,60,14.5,,public,true,Compétition,3,CePmHP88rCZQug3BGdzonA9oVzf2,10,10,3,0,0,0,0,on-site
GqyAvYjYuHv461b0Zu7e,LE FIVE Bezons,played,pro,ChIJ04KEHBZk5kcRoDWLaMOCCwQ,48.91909&2.2093051,2024-04-08T20:00:00.000Z,90,14,,public,false,,,U3MriTZbPbTUEsU6RtRuHxDMKvg2,10,10,8,0,0,0,5,on-site
GsItqbndg0MWfOrix8IF,Footbox,published,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-04-08T20:00:00.000Z,60,10,,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0,on-site
T03W35OyFyywECcXDxF9,UrbanSoccer - Lille Lezennes,published,captain,ChIJR3ro5nTWwkcRfM_S3Be9HjI,50.6162725&3.0998108,2024-04-08T20:00:00.000Z,60,5,,public,true,Détente,3,dvdYbjXAR8fQjpIGtP7Po8prEdE3,3,10,0,0,0,0,0,on-site
iOZ0qXmQVQbr5wrcCD2Y,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-04-08T20:00:00.000Z,90,12,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,0,10,0,0,0,0,0,on-site
uErclM2eIhQjM5NU48b6,F5 Foot Five,published,captain,ChIJjUbM5G7A9EcRW3mlkrhyXxY,45.7863239&4.9066826,2024-04-08T20:00:00.000Z,60,9,,public,true,Détente,4,Hkb8cebbYsPxum7EuInEYVv9NuH2,9,10,0,0,0,0,0,on-site
wNMT3eVo7T6EQmAzRpIO,LE FIVE OL,published,pro,ChIJmz3whejH9EcR3j9ApNRukKE,45.7673403&4.9802325,2024-04-08T20:00:00.000Z,60,8,,public,false,,,CtMIzMx3atVuH1nKNOJj6lNQL4A2,1,10,0,0,0,0,0,on-site
yMkoejTxiMRYyZT6ER1C,Stadium Thiais,hidden,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-04-08T20:00:00.000Z,90,14,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,0,10,0,0,0,0,0,on-site
JRWGIWQM207P8V2hDSou,LE FIVE Paris 18,played,pro,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-04-08T20:20:00.000Z,90,10,,public,false,,,UQf33jQhVZhle917nO0h7D5qclV2,10,10,2,0,0,0,5,on-site
LyBG2ElwKqxnREyzw0ui,LE FIVE Sarcelles,canceled,captain,ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q,48.99782219999999&2.3902225,2024-04-08T20:30:00.000Z,60,10,,public,false,Compétition,,Dz3CyfoRcNQpp301fskMAjkKXvC3,7,10,0,0,0,0,0,on-site
NTOnITJyl8d7g8s665b2,LE FIVE Sarcelles,published,captain,ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q,48.99782219999999&2.3902225,2024-04-08T20:30:00.000Z,60,10,,public,false,Détente,,Dz3CyfoRcNQpp301fskMAjkKXvC3,5,10,0,0,0,0,0,on-site
QmF7RtjLnPWys47JLGh4,LE FIVE Orléans Fleury,published,pro,ChIJsYfwe3n75EcRnjpH9sw356Q,47.9415754&1.9358176,2024-04-08T20:30:00.000Z,60,9.5,,public,false,,,aK807pAjR0fYf1xp6STGgehCREy2,0,10,0,0,0,0,0,on-site
ZkwFDdc7rLIqVBVvaEok,UrbanSoccer - Asnières,canceled,captain,ChIJi5LkLT9v5kcRSlhScqEFNWs,48.92192379999999&2.3068311,2024-04-08T20:30:00.000Z,90,11,,public,true,Compétition,5,us9asL6E8UUj2F4XrUXMfaQsVvJ3,6,10,0,0,0,0,1,on-site
byCyHEXC9xidlNlGDutM,Stadium Thiais,played,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-04-08T20:30:00.000Z,90,12,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,10,10,6,0,0,0,0,on-site
wVLVUaVT5ygKHHkaO5Xb,Foot POWER 5,published,pro,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.960066&2.2061913,2024-04-08T20:30:00.000Z,90,5,,public,false,,,sss3dYi6nzWd7rEjwcQ30LGKudj1,0,10,0,0,0,0,0,on-site
zKJdrlF9jVDq2PT9aIUU,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2024-04-08T20:30:00.000Z,90,16.5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,0,on-site
Eh8vU2RUWbVa1Hd6KSZo,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-04-08T21:00:00.000Z,60,8,,public,false,,,u9uC1vjdcdQ3UqNxI0SiFxor0m43,1,10,0,0,0,0,2,on-site
MC1mTgSYQBiLerEdSt0u,Foot-Max Argenteuil,published,pro,ChIJi9oIzaRm5kcRJYcK7QsdRMU,48.9501632&2.2093946,2024-04-08T21:00:00.000Z,90,12,,public,false,,,SuEnyPZ4TgNIkt1yap2yJ3ZHO6p1,0,10,0,0,0,0,0,on-site
gfhS5T01bXzCeTkQBH57,LE FIVE Marville - La Courneuve,published,pro,ChIJ2dHdMZxr5kcR0aKYHYsp0pY,48.9361223&2.3872592,2024-04-08T21:00:00.000Z,60,10,,public,false,,,1GfAHFfqO6dOj37bPrTRuDS5gnk1,1,10,0,0,0,0,1,on-site
gnRYICmXZXP7NKVS6oCD,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2024-04-08T21:00:00.000Z,90,16.5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,0,on-site
mR1NvIUgl7T1xMUd1oar,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-04-08T21:00:00.000Z,60,8,,public,false,,,u9uC1vjdcdQ3UqNxI0SiFxor0m43,0,10,0,0,0,0,1,on-site
uCTINslBG3oEMoCstI0K,Footbox,published,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-04-08T21:00:00.000Z,60,10,,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0,on-site
weo4fRFFv4WEE34aPNQb,LE FIVE Paris 13,canceled,pro,ChIJ_bOSChhz5kcRZMTeq_6Gdzg,48.8181615&2.3658793,2024-04-08T21:00:00.000Z,60,10,,public,false,,,FjSnzlRFFfhWVWQJGfIEwRc2ZMj2,2,10,0,0,0,0,1,on-site
3VQhu0LRMA1mghSUTUDX,Foot POWER 5,published,captain,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.9600584&2.2062138,2024-04-08T22:00:00.000Z,90,12,,public,false,Compétition,4,DTGmWz14GgdLZZst3QJyeN5EfyI2,5,10,0,0,0,0,0,on-site
4Bv2ESX2KLzHdLAhjMml,Footbox,canceled,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-04-08T22:00:00.000Z,60,10,,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0,on-site
B5ZUpr30wtgjB9BvhuHJ,Footbox,canceled,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-04-08T22:00:00.000Z,60,10,,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0,on-site
IPIl9aTX65qWzmVMdWms,Footbox,canceled,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-04-08T22:00:00.000Z,60,10,,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0,on-site
IgVMSaYT21pbGxpYIV50,LE FIVE Sarcelles,published,captain,ChIJ6_q3Fxhq5kcRCpoEwnoXX1Q,48.99782219999999&2.3902225,2024-04-08T22:00:00.000Z,120,13,,public,false,Détente,,SGuEHBTVYmf3lbEad0P7i9ITSAs2,8,10,0,0,0,0,0,on-site
nyjW6bp2TQENnyaOBfrn,Foot POWER 5,published,captain,ChIJuTCIFshm5kcRBtEQJ76dAzc,48.9600584&2.2062138,2024-04-08T22:00:00.000Z,90,12,,public,false,Compétition,4,DTGmWz14GgdLZZst3QJyeN5EfyI2,5,10,0,0,0,0,0,on-site
rEZgU8NwD27sUJ2Fi9FE,Footbox,canceled,pro,ChIJY-WkusIR5kcR-tEad3UtaSQ,48.9022789&2.582647,2024-04-08T22:00:00.000Z,60,10,,public,false,,,QI89VPazyLhBVnWH871jk4BUEZI3,0,10,0,0,0,0,0,on-site
RjluGL2gMbiImksw8MmZ,Kinshasa - Test,published,pro,ChIJi2oG_jAxahoRjTdSH05-ixY,-4.3032527&15.310528,2024-04-09T03:00:00.000Z,60,12,,public,false,,,zCvsukfMuuffsuPpSTQwb7MusMD2,0,10,0,0,0,0,0,on-site
51fIOpzY5A5GhBQxgWMb,LE FIVE Bordeaux,published,pro,ChIJteaBh_koVQ0RqH2VtN-qL5I,44.8798631&-0.5594838999999999,2024-04-09T07:00:00.000Z,60,7,,public,false,,,kiDzYpNkEQWCYPKWN7rYKH3iQrp2,0,10,0,0,0,0,0,on-site
KFurv3nHSbbOe5XuqHz8,LE FIVE Bordeaux,published,pro,ChIJteaBh_koVQ0RqH2VtN-qL5I,44.8798631&-0.5594838999999999,2024-04-09T08:00:00.000Z,60,7,,public,false,,,kiDzYpNkEQWCYPKWN7rYKH3iQrp2,0,10,0,0,0,0,0,on-site
pE6LuHwHy4Ti1QxPhzpI,LE FIVE Valenciennes,published,pro,ChIJs_yKhaPvwkcRtt71kMRaz8A,50.3821465&3.4713322,2024-04-09T08:00:00.000Z,60,6,,public,false,,,lMCb8tXt3sUq1XWRQSEHiAvQvnX2,0,10,0,0,0,0,0,on-site
rDH6P85iYTCh2MCFvvxJ,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-04-09T08:00:00.000Z,60,7,,public,false,,,u9uC1vjdcdQ3UqNxI0SiFxor0m43,0,10,0,0,0,0,0,on-site
HkYvTcdJGxKnAQPByoWk,UrbanSoccer Guyancourt,played,captain,ChIJmdX-2c-A5kcRj1wtOS8rZmo,48.7722091&2.0600292,2024-04-09T08:30:00.000Z,60,7,,public,true,Détente,2,RmEQxKzHNXb6d8kv1iaaiB8DPUf2,10,10,0,0,0,0,0,on-site
gZxfHW72DwSbSixPgH6v,Le Tichka,published,captain,ChIJSaOmCrRk5kcRJEBmN5ruiuE,48.8631773&2.205056,2024-04-09T08:30:00.000Z,90,,,public,false,Détente,3,O32bTjtfXPM8YqVtkwV1ItksqSb2,1,10,0,0,0,0,0,on-site
iYrPe1Iy3AMwI1cLpsHw,Centre sportif Suzanne Lenglen,published,captain,ChIJjyw8lw975kcRB8dEmGn3P0Q,48.8302835&2.2740847,2024-04-09T08:30:00.000Z,120,,,public,false,Détente,4,og2EZuv5H8PCmqLY8RjBnUSpa8Y2,1,16,0,0,0,0,0,on-site
zUgEHzSYYoGT9YFVelZ8,LE FIVE Bordeaux,published,pro,ChIJteaBh_koVQ0RqH2VtN-qL5I,44.8798631&-0.5594838999999999,2024-04-09T09:00:00.000Z,60,7,,public,false,,,kiDzYpNkEQWCYPKWN7rYKH3iQrp2,0,10,0,0,0,0,0,on-site
beqDCbjXDoNWFAfUP2vy,LE FIVE Paris 18,canceled,captain,ChIJpVT4_n1u5kcRzji6FdTBXXo,48.8978522&2.3700234,2024-04-09T09:30:00.000Z,90,5,,public,true,Détente,3,NNcfLNaRmrSjxQuw5K3mv4rzlLI3,10,10,0,0,0,0,1,on-site
9QzqZ1lsjHK2wJNjxRcJ,Complexe Sportif Poterne des Peupliers,played,captain,ChIJS_Qk0oRx5kcRHn15k91MRMg,48.81971859999999&2.3538563,2024-04-09T10:00:00.000Z,90,,,public,false,Détente,2,mYy6ypePJbP1WJzvE9OnLWlclFQ2,16,16,4,0,0,0,2,on-site
LmYjsWOzz3JxA5499XWc,City KOF,played,captain,ChIJ_2pirmlv5kcRTpGJ0UDn1Y8,48.9155954&2.2963072,2024-04-09T10:00:00.000Z,90,,,public,false,Détente,2,PL0nw3BiAUhxDJuKc8qZsRazcM23,10,10,6,0,0,0,2,on-site
TE0C4uS8nIJCz7dxTxRN,LE FIVE Valenciennes,published,pro,ChIJs_yKhaPvwkcRtt71kMRaz8A,50.3821465&3.4713322,2024-04-09T10:00:00.000Z,60,6,,public,false,,,lMCb8tXt3sUq1XWRQSEHiAvQvnX2,0,10,0,0,0,0,0,on-site
UMVxA36N812uNc1ywKeh,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-04-09T10:00:00.000Z,60,7,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,0,10,0,0,0,0,0,on-site
ZrG6dfZ4aNfFoTbymh1U,FOOT IN FIVE - ÉPINAY-SUR-SEINE,published,pro,ChIJoUR0syFp5kcRUlStnwluaYY,48.9552257&2.3328346,2024-04-09T10:00:00.000Z,60,6,,public,false,,,fSh9muNltcVTK0WIVstxyAAnx7V2,0,10,0,0,0,0,0,on-site
agEhxFp4mhCD69XOuCU2,LE FIVE Bordeaux,published,pro,ChIJteaBh_koVQ0RqH2VtN-qL5I,44.8798631&-0.5594838999999999,2024-04-09T10:00:00.000Z,60,7,,public,false,,,kiDzYpNkEQWCYPKWN7rYKH3iQrp2,0,10,0,0,0,0,0,on-site
dfRWUdOqFd0BtC300cux,Top Ten,published,pro,ChIJfXprBx4b5kcRmhe-5pLZUek,48.8729106&2.6840919,2024-04-09T10:00:00.000Z,90,5,,public,false,,,i27253AGxOfXgYJK72sBnvUGuMk2,0,10,0,0,0,0,1,on-site
rB98vtJ2jpF9506z5NT5,Halle Georges Carpentier,played,captain,ChIJnXkSwCty5kcR-nlHXNFQlg4,48.82020139999999&2.3672361,2024-04-09T10:00:00.000Z,120,,,private,false,Compétition,3,kRAf444M3RUd6EWIOWpKVKs78SI2,16,16,14,0,0,0,3,on-site
rOOCgVXAG4W3kmjzwpMY,Foot-Max Argenteuil,published,pro,ChIJi9oIzaRm5kcRJYcK7QsdRMU,48.9501632&2.2093946,2024-04-09T10:00:00.000Z,60,8,,public,false,,,SuEnyPZ4TgNIkt1yap2yJ3ZHO6p1,0,10,0,0,0,0,0,on-site
ICk339iJOH3C3Ko7aKOQ,Gymnase Félix Faure,published,captain,ChIJh1wlXZQN5kcRLNrSwNxEU7c,48.83610299999999&2.5191798,2024-04-09T10:15:00.000Z,90,,,public,false,Compétition,3,qFbkQ1I6cegKn6VUPf2VQggtw4k2,9,10,0,0,0,0,0,on-site
OwyBUppNiWRy8byvo487,Cité des Sports,published,captain,ChIJ70UPf6R75kcRGb3NAV9k7Ww,48.8247744&2.2650728,2024-04-09T10:15:00.000Z,60,,,public,false,Détente,2,lhmzCZv80EQlmYssJ8EFFIDpzRX2,14,16,0,0,0,0,0,on-site
dTec4cGpm7T13id5V7ez,Centre Sportif Maryse Hilsz,played,captain,ChIJgY6iBYxt5kcRHD7TB4jAHV4,48.8520783&2.4128877,2024-04-09T10:20:00.000Z,150,,,public,false,Compétition,5,1Fkzl7JONMQgLkuJEFE1meNaqUI2,16,16,3,0,0,0,7,on-site
1ilczEa9gwBhp9qHsDty,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-04-09T10:30:00.000Z,60,,,public,true,Détente,,T0jxs9NoWiOwk9LTTqtjKRh7KrE3,7,10,0,0,0,0,0,on-site
51W4LuPINYOM7VAyY2L3,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-04-09T10:30:00.000Z,60,,,public,true,Compétition,3,T0jxs9NoWiOwk9LTTqtjKRh7KrE3,10,10,0,0,0,0,0,on-site
FKZBN3txdTIHatkkdZy7,UrbanSoccer - Toulouse Sept Deniers,played,captain,ChIJk5nUBdOkrhIRP-1aUJzo-lA,43.6321552&1.411696,2024-04-09T10:30:00.000Z,60,8,,public,true,Détente,2,71Aj4GaRZ0USfkOgXZ2NPmRhqw02,10,10,0,0,0,0,0,on-site
VKPLoTBmQquKBA2YLGMs,UrbanSoccer - Porte d'Aubervilliers,played,captain,ChIJ0dXjDCZs5kcRvX0EpMwxsUY,48.9074912&2.3746518,2024-04-09T10:30:00.000Z,60,,,public,true,Détente,2,28xvNfFJPDQRVrMAtQqmfDdQwX23,10,10,1,0,0,0,2,on-site
e0ZCzHHiBxDkx58aebV8,LE FIVE OL,published,pro,ChIJmz3whejH9EcR3j9ApNRukKE,45.7673403&4.9802325,2024-04-09T10:30:00.000Z,60,8,,public,false,,,CtMIzMx3atVuH1nKNOJj6lNQL4A2,0,10,0,0,0,0,0,on-site
pKRW5TnFCVcvJtdzUVLp,UrbanSoccer La Défense,canceled,captain,ChIJh4rnfVhk5kcRV2Q-ZKdm8vA,48.8996456&2.2216773,2024-04-09T10:30:00.000Z,60,,,public,true,Compétition,2,T0jxs9NoWiOwk9LTTqtjKRh7KrE3,7,10,0,0,0,0,0,on-site
HKeBkMhvWf4QAwI7ikFb,LE FIVE Montreuil,published,pro,ChIJJdTQjr0T5kcRZmGxtIJVy44,48.8613036&2.4653095,2024-04-09T11:00:00.000Z,60,7,,public,false,,,u9uC1vjdcdQ3UqNxI0SiFxor0m43,0,10,0,0,0,0,0,on-site
cdubmcJmtbUz0Dulkvik,LE FIVE Bordeaux,published,pro,ChIJteaBh_koVQ0RqH2VtN-qL5I,44.8798631&-0.5594838999999999,2024-04-09T11:00:00.000Z,60,7,,public,false,,,kiDzYpNkEQWCYPKWN7rYKH3iQrp2,0,10,0,0,0,0,0,on-site
w6QTxC3MB2AhDiofbWun,LE FIVE Bordeaux,published,pro,ChIJteaBh_koVQ0RqH2VtN-qL5I,44.8798631&-0.5594838999999999,2024-04-09T12:00:00.000Z,60,7,,public,false,,,kiDzYpNkEQWCYPKWN7rYKH3iQrp2,0,10,0,0,0,0,0,on-site
1MGtmYbCvv0hQkD4nR6b,Halle Georges Carpentier,canceled,captain,ChIJnXkSwCty5kcR-nlHXNFQlg4,48.82020139999999&2.3672361,2024-04-09T13:00:00.000Z,120,,,public,false,Compétition,3,j7O3aC35JtUIszcf3dYsKAvq9Zo2,4,16,0,0,0,0,0,on-site
4t0esPGaV8ig9nWJcBoR,LE FIVE Bordeaux,published,pro,ChIJteaBh_koVQ0RqH2VtN-qL5I,44.8798631&-0.5594838999999999,2024-04-09T13:00:00.000Z,60,7,,public,false,,,kiDzYpNkEQWCYPKWN7rYKH3iQrp2,0,10,0,0,0,0,0,on-site
B2uyHBBzSvRJW6dbTDKi,Stadium Thiais,published,pro,ChIJ64X9jzx05kcRsHvSfOv6UcA,48.7511024&2.3713455,2024-04-09T13:00:00.000Z,90,8,,public,false,,,psf3NmXEPwdCltHKJC7VuvJocrF3,3,10,0,0,0,0,0,on-site
